type,wgl,date,loc,vip,price
逍客 2021款 2.0L CVT旗舰版,0.9,2020/10/1,石家庄,9年黄金会员,11.9
英菲尼迪QX50 2015款 2.5L 舒适版,5,2017/12/1,济南,1年钻石会员,12.96
奥迪A6L 2022款 45 TFSI quattro 臻选致雅型,1.8,2022/8/1,青岛,1年黑金会员,37.8
奔驰GLE 2018款 GLE 320 4MATIC 动感型臻藏版,4.85,2019/1/1,惠州,1年钻石会员,46
宝马X7 2020款 xDrive40i 行政型M运动套装,5.32,2020/11/1,惠州,1年钻石会员,83.3
阿斯顿·马丁DB11 2016款 5.2T 首发版,3.8,2017/2/1,北京,11年钻石会员,139.8
捷豹E-PACE 2018款 P200 S 国V,2,2021/7/1,济南,1年钻石会员,18.5
奥迪A4L 2011款 2.0 TFSI 舒适型,17,2011/6/1,温州,8年黄金会员,4.98
沃尔沃S60 2019款 S60L T5 智远版,8.6,2019/5/1,青岛,2年黄金会员,14.28
途昂 2021款 330TSI 两驱尊崇豪华版,0.01,2023/8/1,上海,6年黄金会员,25.8
Panamera 2014款 Panamera 3.0T,9.2,2014/4/1,重庆,10年钻石会员,36.5
宝马5系 2020款 530Li 尊享型 M运动套装,6.5,2020/4/1,东莞,7年黄金会员,33.98
宝马X5(进口) 2019款 3.0T 美规版,3.2,2020/4/1,沈阳,1年钻石会员,55.2
斯巴鲁XV 2016款 2.0i 舒适导航版,15.4,2016/4/1,佛山,2年黄金会员,6.58
宝马X6 2019款 xDrive28i M运动套装,3.5,2019/1/1,青岛,1年黑金会员,41
AMG GT 2020款 AMG GT 50 四门跑车,3.21,2021/10/1,上海,10年钻石会员,84.8
奥迪A5 2023款 Sportback 40 TFSI 时尚动感型,0.5,2023/4/1,青岛,1年黑金会员,32.8
奔驰C级 2018款 C 200 L 运动版,4,2017/11/1,泉州,3年黄金会员,19.58
红旗HS5 2022款 改款 2.0T 智联旗享版,0.75,2023/3/1,郑州,6年钻石会员,15.88
威朗 2019款 两厢GS 20T 双离合进取型,5.6,2019/6/1,济南,10年钻石会员,6.99
飞度 2008款 1.5L 自动豪华版,18,2008/9/1,温州,8年黄金会员,2.48
宝马5系 2018款 525Li M运动套装,4.5,2018/7/1,青岛,1年黄金会员,26.55
奔驰GLC轿跑 2019款 GLC 260 4MATIC 轿跑SUV,5,2019/4/1,重庆,10年钻石会员,31.5
理想L8 2023款 Pro,1.17,2023/1/1,合肥,4年黑金会员,32.68
君威 2014款 1.6T 时尚技术型,8.5,2014/10/1,成都,1年黄金会员,4.98
奔驰GLC轿跑 2020款 GLC 300 4MATIC 轿跑SUV,6.7,2020/2/1,长沙,2年钻石会员,34.88
奥迪Q3 2015款 30 TFSI 进取型,3.8,2015/12/1,郑州,3年黄金会员,9.58
威霆 2023款 2.0T 精英版 7座,0.01,2023/6/1,北京,11年钻石会员,45.8
奔驰GLE轿跑 2020款 GLE 450 4MATIC 轿跑SUV 时尚型,1.4,2022/1/1,青岛,1年黑金会员,71.8
奥迪Q3 2013款 35 TFSI 进取型,11.2,2014/5/1,常州,10年钻石会员,8.5
迈腾 2013款 1.8TSI 豪华型,12,2014/6/1,郑州,3年黄金会员,6.38
奔驰E级(进口) 2012款 E 200 CGI Coupe,13,2013/8/1,北京,3年黄金会员,9.98
比亚迪S6 2014款 2.0L 手动豪华型 5座,7,2014/10/1,南昌,7年黄金会员,1.58
兰德酷路泽(进口) 2018款 5.7L 中东版,6.1,2019/6/1,沈阳,8年黄金会员,91.8
MINI 2016款 2.0T COOPER S,3.8,2018/2/1,青岛,1年黄金会员,17.35
Panamera 2021款 Panamera 4 行政加长版 2.9T,3.3,2021/3/1,重庆,10年钻石会员,112.8
Panamera新能源 2021款 Panamera 4 E-Hybrid 2.9T,1.7,2020/9/1,重庆,7年钻石会员,94.8
保时捷718 2020款 Boxster 2.0T,2.8,2021/5/1,重庆,10年钻石会员,60.6
宏光MINIEV 2022款 马卡龙时尚款 三元锂,0.4,2022/10/1,广州,1年黄金会员,3.38
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,1.6,2021/11/1,长沙,2年钻石会员,38.18
发现 2010款 3.0TDV6 HSE 柴油版,13.8,2010/8/1,重庆,1年黄金会员,20.88
宝马7系 2016款 730Li 领先型,8.9,2017/1/1,重庆,1年黄金会员,33.8
奔驰GLA 2023款 GLA 200,0.8,2023/3/1,长沙,2年钻石会员,21.98
奔驰CLA 2019款 CLA 220 4MATIC,1.6,2018/10/1,青岛,9年钻石会员,18.7
奔驰C级 2017款 改款 C 200 L 运动版,11,2017/8/1,泉州,3年黄金会员,16.7
迈巴赫S级 2020款 S 450 4MATIC 典藏版,1.3,2020/8/1,北京,11年钻石会员,119.8
雷克萨斯RZ 2023款 450e 四驱纵享版,0.01,2023/8/1,北京,11年钻石会员,34.8
威霆 2021款 2.0T 商务版 7座,0.01,2022/1/1,北京,11年钻石会员,37.3
奥迪A5 2020款 Coupe 40 TFSI 时尚型 国VI,4.51,2021/1/1,惠州,1年钻石会员,27.4
雷克萨斯RZ 2023款 450e 四驱纵享版,0.01,2023/6/1,北京,2年钻石会员,34.8
Panamera 2010款 Panamera 3.6L,10.6,2012/5/1,东莞,9年黄金会员,31.5
君越 2020款 652T 豪华型,2,2020/9/1,上海,7年黄金会员,13.3
吉利ICON 2020款 1.5TD i7 BSG,5.2,2020/12/1,常州,5年黄金会员,7.28
瑞纳 2010款 三厢 1.4L 自动舒适型GS,10,2010/11/1,南昌,7年黄金会员,1.78
奔驰CLS 2021款 CLS 300 动感型,1.6,2021/11/1,合肥,10年黄金会员,49.88
奥迪Q3 2017款 35 TFSI 时尚型,7,2017/9/1,常州,5年黄金会员,11.58
逍客 2021款 2.0L CVT旗舰版,0.9,2020/10/1,石家庄,9年黄金会员,11.9
英菲尼迪QX50 2015款 2.5L 舒适版,5,2017/12/1,济南,1年钻石会员,12.96
奥迪A6L 2022款 45 TFSI quattro 臻选致雅型,1.8,2022/8/1,青岛,1年黑金会员,37.8
奔驰GLE 2018款 GLE 320 4MATIC 动感型臻藏版,4.85,2019/1/1,惠州,1年钻石会员,46
宝马X7 2020款 xDrive40i 行政型M运动套装,5.32,2020/11/1,惠州,1年钻石会员,83.3
阿斯顿·马丁DB11 2016款 5.2T 首发版,3.8,2017/2/1,北京,11年钻石会员,139.8
捷豹E-PACE 2018款 P200 S 国V,2,2021/7/1,济南,1年钻石会员,18.5
奥迪A4L 2011款 2.0 TFSI 舒适型,17,2011/6/1,温州,8年黄金会员,4.98
沃尔沃S60 2019款 S60L T5 智远版,8.6,2019/5/1,青岛,2年黄金会员,14.28
途昂 2021款 330TSI 两驱尊崇豪华版,0.01,2023/8/1,上海,6年黄金会员,25.8
Panamera 2014款 Panamera 3.0T,9.2,2014/4/1,重庆,10年钻石会员,36.5
宝马5系 2020款 530Li 尊享型 M运动套装,6.5,2020/4/1,东莞,7年黄金会员,33.98
宝马X5(进口) 2019款 3.0T 美规版,3.2,2020/4/1,沈阳,1年钻石会员,55.2
斯巴鲁XV 2016款 2.0i 舒适导航版,15.4,2016/4/1,佛山,2年黄金会员,6.58
宝马X6 2019款 xDrive28i M运动套装,3.5,2019/1/1,青岛,1年黑金会员,41
AMG GT 2020款 AMG GT 50 四门跑车,3.21,2021/10/1,上海,10年钻石会员,84.8
奥迪A5 2023款 Sportback 40 TFSI 时尚动感型,0.5,2023/4/1,青岛,1年黑金会员,32.8
奔驰C级 2018款 C 200 L 运动版,4,2017/11/1,泉州,3年黄金会员,19.58
红旗HS5 2022款 改款 2.0T 智联旗享版,0.75,2023/3/1,郑州,6年钻石会员,15.88
威朗 2019款 两厢GS 20T 双离合进取型,5.6,2019/6/1,济南,10年钻石会员,6.99
飞度 2008款 1.5L 自动豪华版,18,2008/9/1,温州,8年黄金会员,2.48
宝马5系 2018款 525Li M运动套装,4.5,2018/7/1,青岛,1年黄金会员,26.55
奔驰GLC轿跑 2019款 GLC 260 4MATIC 轿跑SUV,5,2019/4/1,重庆,10年钻石会员,31.5
理想L8 2023款 Pro,1.17,2023/1/1,合肥,4年黑金会员,32.68
君威 2014款 1.6T 时尚技术型,8.5,2014/10/1,成都,1年黄金会员,4.98
奔驰GLC轿跑 2020款 GLC 300 4MATIC 轿跑SUV,6.7,2020/2/1,长沙,2年钻石会员,34.88
奥迪Q3 2015款 30 TFSI 进取型,3.8,2015/12/1,郑州,3年黄金会员,9.58
威霆 2023款 2.0T 精英版 7座,0.01,2023/6/1,北京,11年钻石会员,45.8
奔驰GLE轿跑 2020款 GLE 450 4MATIC 轿跑SUV 时尚型,1.4,2022/1/1,青岛,1年黑金会员,71.8
奥迪Q3 2013款 35 TFSI 进取型,11.2,2014/5/1,常州,10年钻石会员,8.5
迈腾 2013款 1.8TSI 豪华型,12,2014/6/1,郑州,3年黄金会员,6.38
奔驰E级(进口) 2012款 E 200 CGI Coupe,13,2013/8/1,北京,3年黄金会员,9.98
比亚迪S6 2014款 2.0L 手动豪华型 5座,7,2014/10/1,南昌,7年黄金会员,1.58
兰德酷路泽(进口) 2018款 5.7L 中东版,6.1,2019/6/1,沈阳,8年黄金会员,91.8
MINI 2016款 2.0T COOPER S,3.8,2018/2/1,青岛,1年黄金会员,17.35
Panamera 2021款 Panamera 4 行政加长版 2.9T,3.3,2021/3/1,重庆,10年钻石会员,112.8
Panamera新能源 2021款 Panamera 4 E-Hybrid 2.9T,1.7,2020/9/1,重庆,7年钻石会员,94.8
保时捷718 2020款 Boxster 2.0T,2.8,2021/5/1,重庆,10年钻石会员,60.6
宏光MINIEV 2022款 马卡龙时尚款 三元锂,0.4,2022/10/1,广州,1年黄金会员,3.38
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,1.6,2021/11/1,长沙,2年钻石会员,38.18
发现 2010款 3.0TDV6 HSE 柴油版,13.8,2010/8/1,重庆,1年黄金会员,20.88
宝马7系 2016款 730Li 领先型,8.9,2017/1/1,重庆,1年黄金会员,33.8
奔驰GLA 2023款 GLA 200,0.8,2023/3/1,长沙,2年钻石会员,21.98
奔驰C级AMG 2021款 AMG C 63 暗夜特别版,1.6,2021/5/1,北京,4年钻石会员,87.8
奥迪A6L 2021款 45 TFSI 臻选动感型,4.2,2021/8/1,重庆,5年黄金会员,33.98
宝马X3 2018款 xDrive28i 豪华套装 国VI,8.4,2019/5/1,成都,2年黄金会员,26.8
名图 2017款 1.6T 自动旗舰型TOP 国V,7.8,2018/2/1,北京,1年黄金会员,7.68
Cayenne 2019款 Cayenne 3.0T,4.26,2020/1/1,北京,11年黄金会员,77.68
奔驰GLE 2017款 GLE 320 4MATIC 动感型,8,2017/7/1,无锡,2年黄金会员,32.8
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,9,2014/3/1,哈尔滨,2年黄金会员,11.5
别克GL8 2022款 ES陆尊 653T 智慧旗舰型,3.67,2022/1/1,青岛,11年黑金会员,34.5
奥迪Q7 2010款 3.6 FSI quattro 技术型,20,2010/8/1,成都,7年黑金会员,15.6
SAVANA 2014款 6.0L 长轴领袖版,4.6,2017/11/1,成都,7年黑金会员,27.8
奔驰S级 2014款 S 400 L 尊贵型,15,2014/3/1,成都,7年黑金会员,43.8
奔驰E级(进口) 2021款 改款 E 300 轿跑车,1.4,2022/3/1,青岛,11年黑金会员,46.8
奔驰GLS 2021款 GLS 450 4MATIC 豪华型,4.59,2021/2/1,成都,7年黑金会员,108.8
Cayenne 2019款 Cayenne 3.0T,9,2019/12/1,成都,7年黑金会员,72.8
秦PLUS 2021款 DM-i 120KM 旗舰型,1.31,2022/5/1,合肥,4年黑金会员,10.98
汉 2022款 EV 创世版 610KM四驱尊享型,1.6,2022/8/1,合肥,4年黑金会员,21.25
高尔夫 2019款 200TSI DSG舒适型 国V,7.1,2019/7/1,常州,10年黑金会员,8.98
揽胜 2022款 3.0 L6 400PS 传世加长经典版,3.89,2022/10/1,郑州,11年钻石会员,141.9
奔驰S级 2022款 S 400 L 商务型,3.2,2022/1/1,长沙,12年黑金会员,82.8
LIFE 2021款 1.5L CVT SPORT心动版,3.05,2021/11/1,合肥,4年黑金会员,7.23
探岳GTE插电混动 2023款 280TSI 豪华Plus进阶版,0.13,2022/10/1,郑州,11年黑金会员,16.79
汉 2020款 DM 四驱性能版尊贵型,3.9,2021/11/1,合肥,4年黑金会员,15.28
奥迪Q7 2019款 45 TFSI 舒适型,3.3,2019/12/1,广州,13年黑金会员,39.49
沃尔沃V40 2018款 T3 智逸版,1.72,2018/8/1,合肥,4年黑金会员,10.33
威朗 2018款 三厢 15S 自动进取型,2.24,2019/2/1,合肥,4年黑金会员,6.78
宝马3系 2022款 320i 运动套装,2.4,2022/1/1,长沙,9年钻石会员,23.98
冠道 2017款 240TURBO 两驱精英版,3.15,2019/6/1,合肥,4年黑金会员,14.98
奥迪Q3 2022款 35 TFSI 时尚动感型,1.24,2022/9/1,合肥,4年黑金会员,19.58
领克06 2020款 1.5T 耀Halo,2.75,2021/11/1,合肥,4年黑金会员,9.43
宝马X3 2021款 xDrive28i M运动套装,2.2,2021/8/1,东莞,9年黑金会员,32.33
奥迪A6L 2023款 45 TFSI 臻选致雅型,0.97,2023/1/1,郑州,11年黑金会员,37.89
宝马X4 2020款 xDrive25i M运动套装,7,2020/8/1,长沙,12年黑金会员,29.58
宝马X2 2022款 sDrive25i M运动套装,1,2022/4/1,丽水,2年黄金会员,17.98
宝马X5(进口) 2020款 xDrive40i M运动套装,6.47,2020/5/1,重庆,6年黑金会员,57.63
宝马X5(进口) 2021款 xDrive40i M运动套装,4.9,2021/3/1,泉州,5年黑金会员,64.8
MINI 2016款 1.5T COOPER 五门版,7.28,2016/10/1,合肥,4年黑金会员,10.28
宝马3系 2015款 316Li 时尚型,11.8,2015/5/1,泉州,5年黑金会员,10.8
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,2,2018/10/1,长沙,5年钻石会员,26.88
奥迪Q7 2021款 55 TFSI quattro S line运动型,4.9,2021/3/1,长沙,12年黑金会员,55.8
威朗 2016款 两厢 15S 自动领先型,4.8,2018/4/1,常州,10年黑金会员,5.8
沃尔沃XC60 2019款 T5 四驱智逸版 国VI,8.03,2019/4/1,合肥,4年黑金会员,19.56
奔驰E级 2018款 E 200 L 运动型,6.8,2018/10/1,三明,10年黑金会员,27.8
缤智 2019款 1.5L CVT先锋版 国V,3.5,2020/3/1,无锡,4年黑金会员,8.9
宝马X3 2018款 xDrive25i M运动套装 国VI,6.4,2019/3/1,济南,8年黑金会员,25.95
奔驰C级(进口) 2015款 C 200 旅行轿车,5.27,2016/9/1,沈阳,2年黑金会员,19.7
宝马5系 2020款 525Li M运动套装,6.1,2020/8/1,沈阳,2年黑金会员,30.1
奥迪A8 2018款 A8L 55 TFSI quattro投放版精英型,2,2019/3/1,三明,10年黑金会员,53.28
奥迪Q3 2018款 30周年年型 35 TFSI quattro 全时四驱运动型,4,2018/8/1,三明,10年黑金会员,13.88
奔驰B级 2017款 B 200 动感型,6.1,2017/10/1,三明,10年黑金会员,11.8
奔驰E级 2019款 E 300 L 豪华型,1.7,2019/4/1,潍坊,3年钻石会员,34.58
君威 2019款 20T 精英型 国V,6.3,2020/8/1,石家庄,11年黄金会员,11.1
奔驰E级 2017款 E 300 L 豪华型,11.1,2017/1/1,石家庄,11年黄金会员,26.8
奔驰E级 2017款 E 320 L 4MATIC,14.6,2017/6/1,石家庄,11年黄金会员,30.7
马自达CX-4 2016款 2.0L 自动两驱蓝天品位版,8,2017/1/1,佛山,4年黄金会员,7.68
奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智享型,2.9,2019/12/1,无锡,11年钻石会员,10.18
保时捷718 2018款 Boxster 2.0T,3.3,2019/6/1,广州,7年钻石会员,46.8
奔驰GLK级 2014款 GLK 200 标准型,11.16,2015/9/1,西安,5年钻石会员,12.68
昂科威 2018款 28T 四驱精英型,6.26,2018/1/1,西安,5年钻石会员,11.78
长安CS35PLUS 2019款 1.6L 自动畅联版,5.95,2020/3/1,西安,5年钻石会员,5.78
凯迪拉克XT5 2020款 改款 28T 豪华型,7.29,2020/6/1,西安,5年钻石会员,19.38
楼兰 2019款 2.5L XL 两驱智联豪华版 国VI,7.22,2019/8/1,西安,5年钻石会员,13.88
坦克300 2021款 越野版 2.0T 征服者,4.16,2021/2/1,西安,5年钻石会员,18.38
豪越L 2023款 2.0T DCT旗舰型,0.7,2023/1/1,郑州,6年钻石会员,12.7
轩逸 2019款 1.6XV CVT智联尊享版 国VI,5.18,2019/7/1,西安,5年钻石会员,7.53
帕萨特 2021款 330TSI 豪华版,5.72,2021/2/1,西安,5年钻石会员,15.88
英菲尼迪Q50L 2018款 2.0T 进享版 国VI,6.9,2019/1/1,成都,3年黄金会员,14.3
凯迪拉克XT4 2020款 改款 28T 两驱技术型,6.17,2020/8/1,西安,5年钻石会员,15.18
秦 2019款 1.5L 自动豪华型,5.8,2020/10/1,广州,1年钻石会员,4.98
雷克萨斯ES 2015款 200 精英版,8.56,2018/7/1,西安,5年钻石会员,17.88
凯美瑞 2018款 2.0G 豪华版,3.4,2019/1/1,郑州,6年钻石会员,13.98
宝马1系 2020款 120i M运动套装,4,2020/3/1,佛山,4年黄金会员,11.68
奔驰C级 2022款 C 260 L 运动版,0.2,2023/5/1,无锡,11年黑金会员,32.58
宝马7系 2019款 730Li M运动套装,6,2020/6/1,长沙,4年钻石会员,55.8
天逸 C5 AIRCROSS 2018款 350THP 乐享型,9.36,2018/10/1,成都,3年黄金会员,7.3
传祺GS3 2017款 150N 自动精英版,8,2018/3/1,广州,1年黄金会员,4.58
发现神行 2018款 240PS HSE版,10,2018/5/1,东莞,3年钻石会员,15.68
标致408 2015款 1.2T 自动豪华版,9,2017/5/1,佛山,1年黄金会员,4.88
锋范 2017款 1.5L CVT舒适版,6.5,2017/2/1,福州,1年黄金会员,5.58
哈弗大狗 2021款 2.0T DCT四驱中华田园犬版,3.3,2021/3/1,太原,1年黄金会员,11.88
君威 2015款 1.6T 精英技术型,9.7,2015/12/1,太原,1年黄金会员,6.28
马自达3 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,7,2017/7/1,太原,1年黄金会员,6.78
速腾 2018款 1.6L 自动舒适型,5.6,2019/6/1,太原,1年黄金会员,7.88
哈弗H7 2019款 2.0T 智享型 国V,8,2019/3/1,重庆,3年黄金会员,6.98
奥迪Q8 2022款 55 TFSI 豪华动感型,0.3,2022/8/1,重庆,11年黄金会员,69.8
奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,11,2014/4/1,北京,5年钻石会员,13.6
途观L 2018款 330TSI 自动两驱豪华版,6.84,2019/1/1,惠州,1年钻石会员,14.08
奔驰E级 2018款 改款 E 300 L 运动豪华型,11.6,2018/7/1,无锡,5年钻石会员,28.88
保时捷718 2016款 Cayman 2.0T,2.2,2017/4/1,沈阳,8年黄金会员,37.5
奔驰E级(进口) 2021款 E 260 敞篷轿跑车,1,2021/7/1,杭州,3年黄金会员,53.68
奥迪Q6 2023款 40 TFSI quattro 观云型 羽林套装,0.01, ,成都,11年黄金会员,41.98
领克06 2021款 1.5T Shero粉色特别版,1.2,2022/6/1,温州,1年黄金会员,10
奔驰V级 2020款 V 260 L 长轴距豪华版,2,2021/9/1,上海,6年黄金会员,50.8
奔驰S级 2022款 改款 S 450 L 4MATIC,1.8,2022/8/1,上海,6年黄金会员,109.8
宝马X3 2020款 xDrive28i 豪华套装,8,2019/12/1,佛山,6年钻石会员,25.68
奥迪A6L 2018款 30周年年型 35 TFSI 时尚型,7.9,2019/1/1,重庆,6年黄金会员,23.48
别克GL8 2021款 ES陆尊 653T 尊享型,6.8,2021/9/1,郑州,4年黄金会员,27.98
奔驰GLC AMG 2022款 AMG GLC 43 4MATIC,1.8,2022/1/1,苏州,1年钻石会员,51.8
沃尔沃XC60(进口) 2010款 T6 AWD智雅版,13.8,2010/9/1,常州,10年钻石会员,5.7
宝马3系GT 2019款 320i M运动型,6.2,2020/7/1,南宁,3年黑金会员,22.5
蔚来ET5 2022款 75kWh,0.3,2023/3/1,海口,10年黑金会员,26.5
宝马X2 2021款 sDrive25i 尊享型M越野套装,3.3,2021/2/1,海口,10年黑金会员,16.98
广汽ix4 2018款 领先版,3.3,2019/1/1,佛山,6年钻石会员,5.98
奥迪A6L 2020款 45 TFSI quattro 臻选动感型,4,2020/7/1,郑州,14年钻石会员,33.4
高尔夫 2016款 2.0TSI GTI,9.5,2018/1/1,佛山,6年钻石会员,13.98
雷凌 2021款 185T CVT豪华版,2.5,2021/11/1,成都,3年黄金会员,8.6
奥迪Q7 2010款 3.6 FSI quattro 豪华型,21,2010/9/1,广州,3年黄金会员,8.99
奥迪A6L 2020款 45 TFSI 臻选致雅型,6.02,2020/7/1,西安,13年黑金会员,29.9
Stelvio斯坦维 2017款 2.0T 200HP 精英版,8.6,2019/5/1,东莞,9年黄金会员,16.88
捷豹E-PACE 2018款 P250 HSE 国V,7,2019/7/1,东莞,9年黄金会员,15.5
奔驰G级AMG 2009款 AMG G 55,13,2012/5/1,青岛,4年黄金会员,69.8
Panamera 2019款 Panamera 2.9T,6.3,2019/10/1,上海,6年黄金会员,83.6
宝马3系 2008款 325i 领先型,16,2008/2/1,北京,5年钻石会员,4.2
MINI 2018款 1.5T ONE PLUS 五门版,3.2,2019/6/1,合肥,10年黄金会员,13.58
名爵6 2020款 1.5T 自动Trophy旗舰版,0.8,2022/11/1,重庆,4年黄金会员,9.48
远景X3 2017款 1.5L 自动精英型,3.7,2018/8/1,佛山,2年黄金会员,3.58
雷克萨斯RX 2016款 450h 四驱典雅版,6.9,2018/4/1,佛山,8年黄金会员,38.3
红旗HS5 2022款 改款 2.0T 智联旗享版,0.46,2022/9/1,重庆,1年黄金会员,15.68
凯迪拉克CT5 2020款 28T 技术型,5,2020/6/1,东莞,9年黄金会员,17
奔驰C级 2020款 改款 C 200 L 时尚型运动版,2.35,2020/7/1,潍坊,10年黄金会员,22.6
宝马6系GT 2021款 630i M运动套装,0.4,2023/1/1,惠州,1年钻石会员,52.38
奔奔 2014款 1.4L IMT尊贵型,7.9,2015/6/1,郑州,3年黄金会员,2.58
Ghibli 2014款 3.0T S Q4,10,2014/7/1,青岛,4年黄金会员,33.8
别克GL8 2018款 ES 28T 舒适型 国VI,5,2020/1/1,重庆,11年黑金会员,24.8
奔驰GLE轿跑 2017款 GLE 450 AMG 4MATIC 轿跑SUV,5,2016/6/1,无锡,8年黑金会员,48.5
蒙迪欧 2013款 2.0L GTDi200时尚型,8,2015/12/1,常州,3年黄金会员,6.58
RAV4荣放 2018款 2.5L 自动四驱精英i版,8,2018/3/1,哈尔滨,2年黄金会员,14.38
埃尔法 2021款 双擎 2.5L 尊贵版,4,2021/3/1,临沂,2年黄金会员,93.8
Sprinter 2016款 3.5L 自动,6.1,2016/5/1,北京,11年钻石会员,41.8
Polo 2014款 1.4L 手动风尚版,8.5,2016/1/1,温州,8年黄金会员,3.5
航海家 2021款 2.7T 四驱尊耀版,1,2022/2/1,长沙,3年黄金会员,32.88
Sprinter 2017款 3.5L 自动,1.9,2017/6/1,北京,11年钻石会员,45.8
兰德酷路泽(进口) 2019款 4.6L 自动,4,2019/1/1,北京,5年钻石会员,87.8
荣威RX5 2020款 20T 自动4G互联百万款,1.8,2020/10/1,南宁,3年黑金会员,6.68
沃尔沃S60 2019款 S60L T5 智远版,5,2019/3/1,潍坊,5年黄金会员,13.78
红旗HS5 2023款 2.0T 旗享Pro版,0.01, ,北京,2年钻石会员,18.6
迈巴赫S级 2018款 S 560 4MATIC,9.5,2018/3/1,苏州,1年钻石会员,118.8
宝马6系GT 2018款 630i M运动套装,10.5,2018/8/1,南宁,3年黑金会员,34.9
欧陆 2022款 4.0T GT V8,0.01, ,天津,2年黄金会员,325
奔驰E级 2019款 改款 E 300 L 运动时尚型,8.1,2019/9/1,东莞,7年黄金会员,30.98
迈锐宝XL 2019款 535T CVT锐联版,3.79,2020/5/1,郑州,3年黄金会员,8.88
保时捷718 2020款 Cayman 2.0T,1.3,2021/6/1,苏州,1年钻石会员,54.8
金刚 2016款 1.5L 手动精英型,6.6,2016/5/1,温州,8年黄金会员,1.8
别克GL8 2018款 ES 28T 尊享型 国VI,7,2019/7/1,无锡,7年黄金会员,22.28
奔驰V级 2021款 V 260 L 长轴距豪华版,0.01, ,北京,11年钻石会员,83.8
思域 2012款 1.8L 自动舒适版,11.3,2012/4/1,郑州,3年黄金会员,4.58
领动 2018款 1.4T 双离合炫动·活力型,5.6,2019/1/1,杭州,1年黄金会员,7
昕动 2014款 1.6L 自动悦享版,6.2,2016/10/1,杭州,1年黄金会员,4.2
途锐 2021款 2.0TSI 锐翼版,6.2,2021/4/1,重庆,10年钻石会员,38.88
Polo 2013款 1.6L 自动舒适版,15,2012/3/1,苏州,4年黄金会员,3.18
博瑞 2015款 1.8T 尊贵型,7.8,2015/8/1,郑州,3年黄金会员,3.88
奔驰M级 2015款 ML 320 4MATIC,12,2015/4/1,无锡,7年黄金会员,23.28
奔驰SLK级 2010款 SLK 350 Grand Edition,4,2013/6/1,南昌,2年黄金会员,12.68
宝马7系 2018款 730Li 领先型 M运动套装,8.04,2018/10/1,重庆,11年黑金会员,41.5
Panamera 2014款 Panamera 4S Executive 3.0T,12.9,2015/6/1,沈阳,8年黄金会员,42.8
奔驰GLE 2020款 GLE 450 4MATIC 时尚型,5.87,2019/11/1,惠州,1年钻石会员,67.3
古思特 2021款 6.7T 标准轴距版,0.01, ,天津,2年黄金会员,440
保时捷911 2022款 Targa 4 3.0T,1.6,2022/3/1,成都,2年黄金会员,167.8
沃尔沃XC90 2018款 T6 智逸版 7座,2.3,2018/3/1,青岛,9年钻石会员,37.3
奥迪TT 2013款 TT Roadster 45 TFSI,6.6,2015/5/1,广州,1年黄金会员,16.68
马自达3 昂克赛拉 2022款 2.0L 自动质耀黑曜版,1.68,2022/3/1,重庆,2年会员,10.78
Huracán 2020款 Huracán EVO RWD Spyder,2.5,2021/4/1,北京,5年钻石会员,298
库里南 2024款 四座版,0.01, ,天津,2年黄金会员,715
奔驰E级 2021款 E 300 L 尊贵型,3.15,2021/3/1,潍坊,10年黄金会员,43.5
